mode,epoch,step,train/loss
train,1,1,1.5113427459592408
train,1,2,1.482974916807914
train,1,3,1.1978472525075936
train,1,4,1.189134097664214
train,1,5,1.2550073202826855
train,1,6,1.302579330433569
train,1,7,1.3137279230793912
train,1,8,1.1537059047531535
train,1,9,1.3640435353752336
train,1,10,1.3611049791790817
train,1,11,1.2635493952604495
train,1,12,1.3625784293692447
train,1,13,1.3241533317907037
train,1,14,1.3966315920577577
train,1,15,1.3085313817535698
train,1,16,1.15198973041664
train,1,17,1.0358694115568736
train,1,18,1.2201172984384407
train,1,19,1.1138518283084005
train,1,20,1.177070989128329
train,1,21,1.0895025506609162
train,1,22,1.4041071905006142
train,1,23,1.1950149368569771
train,1,24,1.326213405325616
train,1,25,1.2495835276149814
train,1,26,1.2853198348517667
train,1,27,1.332532560105136
train,1,28,1.3427727976796637
train,1,29,1.3698470252427848
train,1,30,1.2661699568571039
train,1,31,1.3822000268157137
train,1,32,1.2573905585985097
train,1,33,1.0572576662475406
train,1,34,1.19350752588272
train,1,35,1.2147308336038134
train,1,36,1.1285678514662547
train,1,37,1.25022890144615
train,1,38,1.1275077646393388
train,1,39,1.4083634830634524
train,1,40,1.443520919196257
train,1,41,1.1999657230084142
train,1,42,1.0180708482897711
train,1,43,1.2144572440727093
train,1,44,1.422081712630957
train,1,45,0.998967510282402
train,1,46,1.3510273896314788
train,1,47,1.1694480688818931
train,1,48,1.1486819335705833
train,1,49,1.2047858179484128
train,1,50,1.2506513281908367
train,1,51,1.0763018739012977
train,1,52,1.1477135740347868
train,1,53,1.1131457167647212
train,1,54,1.1044928861494718
train,1,55,1.149682036287039
train,1,56,1.3476842694071052
train,1,57,0.8392494588870231
train,1,58,1.1554142214374077
train,1,59,1.0507984654868612
train,1,60,1.0823371042077345
train,1,61,1.221078617902915
train,1,62,1.2737124649643885
train,1,63,1.1281507965367803
train,1,64,1.592265019363651
train,1,65,1.2013356353417253
train,1,66,1.0922825704460575
train,1,67,1.2782483173698336
train,1,68,1.1624234912832176
train,1,69,1.170923119640675
train,1,70,1.1312072428193245
train,1,71,1.1049437417902424
train,1,72,1.1635883052154627
train,1,73,1.184956885928162
train,1,74,1.3712924990508517
train,1,75,1.1956100190988703
train,1,76,1.184517983907476
train,1,77,1.2613707469303992
train,1,78,1.0812034707871137
train,1,79,1.1019268505641333
train,1,80,1.3696939002362425
train,1,81,1.4598479621522098
train,1,82,1.1028357337390366
train,1,83,1.230832991383525
train,1,84,1.0777094995988281
train,1,85,1.0598160484435242
train,1,86,1.151949237975901
train,1,87,1.358420604564139
train,1,88,1.0619779665786533
train,1,89,0.9112796663470466
train,1,90,1.1971257287263317
train,1,91,1.1812253482559099
train,1,92,1.1579486135719157
train,1,93,1.0101001675275663
train,1,94,1.5036489893386098
train,1,95,1.1507549397874917
train,1,96,1.1960868309006922
