mode,epoch,step,train/loss
train,1,1,0.4034962671132598
train,1,2,0.2974438096175041
train,1,3,0.32979244466484775
train,1,4,0.2828781024695258
train,1,5,0.34758643526826727
train,1,6,0.3093683534837005
train,1,7,0.4306103755475851
train,1,8,0.2688701006361738
train,1,9,0.45174769768550554
train,1,10,0.3910735527079328
train,1,11,0.40239106919177614
train,1,12,0.3433661586627022
train,1,13,0.3386567412733664
train,1,14,0.396515785536498
train,1,15,0.2711316551209825
train,1,16,0.2507407768580209
train,1,17,0.27895136414485067
train,1,18,0.3620578726980789
train,1,19,0.36326262840029955
train,1,20,0.28807926944668494
train,1,21,0.3317571475608631
train,1,22,0.2914778736713266
train,1,23,0.3412507340592102
train,1,24,0.37716491701770616
train,1,25,0.3408670355651287
train,1,26,0.3310467576432476
train,1,27,0.2853540330325977
train,1,28,0.2795709286732469
train,1,29,0.2319101167874424
train,1,30,0.3363887910236114
train,1,31,0.3783793986776648
train,1,32,0.3516614056239255
train,1,33,0.35491463633925147
train,1,34,0.35621997126134797
train,1,35,0.28646201160382684
train,1,36,0.25630830872816507
train,1,37,0.3456388740583858
train,1,38,0.2619691162604099
train,1,39,0.3679640895742678
train,1,40,0.3231214640510634
train,1,41,0.3760517257947686
train,1,42,0.3574094699970026
train,1,43,0.32836964544610325
train,1,44,0.27050071337959625
train,1,45,0.27431705318013055
train,1,46,0.3496658853452279
train,1,47,0.46559471851637635
train,1,48,0.3518772978858807
train,1,49,0.2990032058996718
train,1,50,0.35141462653948907
train,1,51,0.3869947262013097
train,1,52,0.3153451962650279
train,1,53,0.35542096754054414
train,1,54,0.3124810526065448
train,1,55,0.2694325186570091
train,1,56,0.2515252386080904
train,1,57,0.2608892463451916
train,1,58,0.33475937740350564
train,1,59,0.3007653691434016
train,1,60,0.2943638814447676
train,1,61,0.23321821734728426
train,1,62,0.34357552384712425
train,1,63,0.35580739375433923
train,1,64,0.3371098169387795
train,1,65,0.31082151185618573
train,1,66,0.30965033782081786
train,1,67,0.29294654216688304
train,1,68,0.2288306168187101
train,1,69,0.3373871862566772
train,1,70,0.3726917635776366
train,1,71,0.31485652468290004
train,1,72,0.3277689823256223
train,1,73,0.35443472687558364
train,1,74,0.26847213732486763
train,1,75,0.31795187668724173
train,1,76,0.2511098584535876
train,1,77,0.309992698630916
train,1,78,0.29696578217474234
train,1,79,0.26325423283727717
train,1,80,0.2824739253841241
train,1,81,0.3001944805226777
train,1,82,0.33411825624635005
train,1,83,0.25422123049928363
train,1,84,0.3380239917871387
train,1,85,0.23845124267823406
train,1,86,0.33178072672646713
train,1,87,0.1951056800798408
train,1,88,0.26635903864879984
train,1,89,0.3368879154133273
train,1,90,0.31729289850491277
train,1,91,0.24912146300311047
train,1,92,0.22301663025491186
train,1,93,0.34625422682095264
train,1,94,0.2325469749378109
train,1,95,0.31487510925469364
train,1,96,0.316323690319719
train,1,97,0.3475663851932391
train,1,98,0.282234131471287
train,1,99,0.28916945920513215
train,1,100,0.24576081199007158
train,1,101,0.5671640289514451
train,1,102,0.3117108402520004
train,1,103,0.39922446831559766
train,1,104,0.29784694474490175
train,1,105,0.2597025405341207
train,1,106,0.29969718166611775
train,1,107,0.3044970043757843
train,1,108,0.27080272429081287
train,1,109,0.2891515580280505
train,1,110,0.2789371879903553
train,1,111,0.24003842959369617
train,1,112,0.2855793169454131
train,1,113,0.2727167283224374
train,1,114,0.3321426632737252
train,1,115,0.33771001035729464
train,1,116,0.3160417576748001
train,1,117,0.34350050438415924
train,1,118,0.3568756289247513
train,1,119,0.20142300863566648
train,1,120,0.33566114284700754
train,1,121,0.2596644812115078
train,1,122,0.2411243945870194
train,1,123,0.37604990707024083
train,1,124,0.2737538994868439
train,1,125,0.31222129049951386
train,1,126,0.2788582476190711
train,1,127,0.31368932912278114
train,1,128,0.28220601425120195
train,1,129,0.2838793533020979
train,1,130,0.3003670163318444
train,1,131,0.310661601652889
train,1,132,0.267036082909608
train,1,133,0.3199449578795768
train,1,134,0.24190181567675753
train,1,135,0.27449955578664986
train,1,136,0.27946982475390736
train,1,137,0.30353518137504026
train,1,138,0.25851800453107765
train,1,139,0.31466327274158595
train,1,140,0.3213450501648657
train,1,141,0.25529658856041104
train,1,142,0.19926751609192186
train,1,143,0.2853822452581573
train,1,144,0.42426669994927974
train,1,145,0.264022971940756
train,1,146,0.3547034709435082
train,1,147,0.29630466018176327
train,1,148,0.3146427789773402
train,1,149,0.3283024141367734
train,1,150,0.333777829985088
train,1,151,0.3482947775005117
train,1,152,0.33600349967862747
train,1,153,0.2656478161674658
train,1,154,0.3798969067484528
train,1,155,0.3387267422300857
train,1,156,0.2721699154308055
train,1,157,0.30262107994200127
train,1,158,0.3373876466341287
train,1,159,0.29367649358857173
train,1,160,0.366049535515575
train,1,161,0.2992677642857482
train,1,162,0.2649306108846737
train,1,163,0.3060779547613807
train,1,164,0.33141723558426883
train,1,165,0.2068306931793948
train,2,1,0.33269393410085357
train,2,2,0.28234533330871053
train,2,3,0.29847354974798546
train,2,4,0.3082522095308401
train,2,5,0.34749092048524605
train,2,6,0.29224897893898194
train,2,7,0.26491019433789686
train,2,8,0.2924455772579129
train,2,9,0.20396930973939964
train,2,10,0.2898472170613847
train,2,11,0.4606886579801779
train,2,12,0.29511378729055115
train,2,13,0.3172095084906147
train,2,14,0.23097448114243194
train,2,15,0.3002006210169239
train,2,16,0.299475001476728
train,2,17,0.2600127510083269
train,2,18,0.22777988635370536
train,2,19,0.3388625146137207
train,2,20,0.23514547863512963
train,2,21,0.3385046614760153
train,2,22,0.2684991547943809
train,2,23,0.32965133984197104
train,2,24,0.2905113556818626
train,2,25,0.24296999835932442
train,2,26,0.37821842320538773
train,2,27,0.25880386656699894
train,2,28,0.35556620733194366
train,2,29,0.31348096582716994
train,2,30,0.3173773924789954
train,2,31,0.2414931370703976
train,2,32,0.30337969093704475
train,2,33,0.35599002911005995
train,2,34,0.31909200755565625
train,2,35,0.39806000333288427
train,2,36,0.31045612854896093
train,2,37,0.304882497540194
train,2,38,0.33354973416279604
train,2,39,0.30095213920349567
train,2,40,0.31728979914822386
train,2,41,0.27824035547260495
train,2,42,0.32167125384297457
train,2,43,0.2650959861649882
train,2,44,0.25213680428578894
train,2,45,0.24972226172681192
train,2,46,0.28258830890777115
train,2,47,0.28859387948695975
train,2,48,0.2289620920623126
train,2,49,0.20185453189262348
train,2,50,0.3018036580203206
train,2,51,0.3013593156811585
train,2,52,0.2868111463520906
train,2,53,0.2951922467334881
train,2,54,0.34924289920843865
train,2,55,0.3058047368761486
train,2,56,0.37158571477878594
train,2,57,0.22102882916108563
train,2,58,0.2656608966157417
train,2,59,0.27107496873168424
train,2,60,0.22792961373669365
train,2,61,0.23920378657375616
train,2,62,0.3947342013952293
train,2,63,0.19517526481089367
